COMPANY_NAME,CATEGORY,ASSESSMENT_TEXT
ICELANDIC GROUP,Fishing Practices,"Poor. There is no publicly available information from the company detailing the fishing methods, gear types, or associated ecosystem impacts across its global supply chain. In addition, Icelandic Seafood International does not disclose any quantitative data on bycatch or discards, making it very challenging to assess the direct impact of its sourcing practices."
ICELANDIC GROUP,Management Governance,"Average. ISI has established board-level oversight for sustainability and created a dedicated ESG leadership position, indicating a formal governance structure for these issues. Despite this, there is no public evidence of the company actively advocating for management improvements in specific fisheries or collaborating directly with conservation groups on such initiatives."
ICELANDIC GROUP,Ocean Health,"Average. The company has set a target for reducing its operational carbon footprint and discloses some environmental data in its ESG reports. However, there is a lack of specific, measurable public targets related to broader ocean health issues like bycatch reduction, and detailed reporting on its sourcing's impact on marine biodiversity is not available."
ICELANDIC GROUP,Stock Sustainability,"Average. ISI makes public commitments to source from responsibly managed fisheries and supports certification schemes that rely on scientific stock assessments, with a significant portion of its products coming from the well-monitored Icelandic region. However, it does not provide comprehensive and detailed evidence of recent stock assessments for all the fisheries from which it sources globally, limiting full verification."
ICELANDIC GROUP,Transparency,"Poor. Icelandic Seafood International provides an annual ESG report but fails to disclose a comprehensive list of its seafood species and sourcing countries, nor does it participate in the Ocean Disclosure Project. While it reports a top-line figure for certified products, the lack of detailed public disclosure on sourcing, traceability systems, and impacts prevents a thorough external assessment."
ICHIMASA KAMABOKO CO LTD,Compliance Enforcement,"Poor. The company has a general Supplier Code of Conduct that requires legal compliance, but it lacks a specific, public policy aimed at preventing IUU fishing in its supply chain. In addition, there is no publicly available evidence of how these policies are enforced with its suppliers."
ICHIMASA KAMABOKO CO LTD,Fishing Practices,"Poor. As a processor, the company does not provide any public information regarding the fishing methods, gear types, or bycatch associated with its wild-caught raw materials. There is a complete lack of disclosure in this category."
ICHIMASA KAMABOKO CO LTD,Management Governance,"Average. There is clear board-level oversight for sustainability through a dedicated committee, and the company collaborates on innovative, long-term solutions like cellular agriculture. However, there is no evidence of direct advocacy or collaboration to improve the management of the fisheries it currently sources from."
ICHIMASA KAMABOKO CO LTD,Ocean Health,Average. The company acknowledges the importance of ocean health through its ESG declaration and has set general environmental targets for CO2 and plastic reduction. Its development of alternative seafood products to protect depleted marine resources is a positive and proactive step.
ICHIMASA KAMABOKO CO LTD,Stock Sustainability,"Poor. The company does not provide any evidence that its sourcing is based on scientific stock assessments. While it shows concern for depleted resources through the development of alternatives, it has no clear public commitment to avoid sourcing from overfished stocks for its conventional products."
ICHIMASA KAMABOKO CO LTD,Transparency,"Poor. The company discloses very little about its seafood sourcing, such as a comprehensive species list, origins, or traceability methods. It does not participate in the Ocean Disclosure Project and does not publish quantitative data on certifications or sourcing impacts."
IMURAYA GROUP CORP LIMITED,Compliance Enforcement,"Poor. There are no publicly available policies concerning the prevention of IUU fishing within its supply chain. Consequently, there is no evidence of any enforcement measures being taken."
IMURAYA GROUP CORP LIMITED,Fishing Practices,Poor. The company does not disclose any information about the fishing methods or bycatch associated with its seafood ingredients. This lack of disclosure makes any assessment of the environmental impact of its sourcing very challenging.
IMURAYA GROUP CORP LIMITED,Management Governance,Poor. No evidence of board-level oversight for ocean protection or advocacy for sustainable fisheries management could be found. The governance of its seafood supply chain appears to be entirely absent from its public-facing sustainability efforts.
IMURAYA GROUP CORP LIMITED,Ocean Health,Poor. There is no publicly available information to suggest that Imuraya Group assesses or manages its impact on marine ecosystems. The company has not disclosed any targets or initiatives specifically aimed at protecting ocean health.
IMURAYA GROUP CORP LIMITED,Stock Sustainability,Poor. Imuraya Group provides no evidence that the fisheries it sources from are subject to scientific monitoring or stock assessments. There are no commitments to avoid sourcing from depleted stocks.
IMURAYA GROUP CORP LIMITED,Transparency,"Poor. The company provides no transparency regarding its seafood supply chain. Although seafood is a known input for its seasoning business, there is a complete lack of disclosure on species, origins, traceability, or certifications."
INDUSTRIAL PESQUERA SANTA PRISCILA,Compliance Enforcement,"Average. As a vertically integrated company that reprocesses its own byproducts for feed, it has significant control over its supply chain, and its ASC certification requires checks against IUU fishing for feed sources. However, there is no explicit, public anti-IUU policy or evidence of its enforcement with any third-party suppliers."
INDUSTRIAL PESQUERA SANTA PRISCILA,Fishing Practices,"Not Applicable. The company's core business is the farming of shrimp and tilapia, not wild-capture fishing. Therefore, assessing its fishing methods, bycatch, and ghost fishing practices is not applicable."
INDUSTRIAL PESQUERA SANTA PRISCILA,Management Governance,"Average. The company's CEO publicly states a commitment to sustainability, and its ASC certification implies adherence to certain management standards. However, there is no publicly available information on a formal board-level governance structure for sustainability or specific collaborations with scientific groups to improve external feed fisheries."
INDUSTRIAL PESQUERA SANTA PRISCILA,Ocean Health,"Average. The company has credible certifications like ASC and has made significant investments in projects to reduce GHG emissions and use cleaner energy. However, it does not publish specific, time-bound public targets for its overall environmental footprint, and its farms have been noted to intersect with sensitive ecological areas."
INDUSTRIAL PESQUERA SANTA PRISCILA,Stock Sustainability,"Average. The company's use of its own aquaculture byproducts for feed is a positive step towards sustainability, and its ASC certification requires sourcing from non-depleted stocks for certified products. However, it does not publicly disclose the composition of its feed or provide stock assessments for any externally sourced marine ingredients used across its entire operation."
INDUSTRIAL PESQUERA SANTA PRISCILA,Transparency,"Poor. The company does not publish a comprehensive sustainability report, disclose the percentage of its portfolio that is certified, or participate in transparency initiatives like the Ocean Disclosure Project. While it names its primary farmed species, there is a general lack of quantitative and detailed public disclosure on its sourcing and impacts."
INEPACA,Compliance Enforcement,"Average. Nirsa has a clear public policy against IUU fishing, supported by vessel monitoring systems and a commitment not to source from blacklisted vessels. However, there is no publicly available evidence of the enforcement of these policies, such as the suspension of non-compliant suppliers."
INEPACA,Fishing Practices,"Average. Nirsa discloses its fishing methods and has policies for bycatch mitigation and FAD management. However, there is a lack of publicly available quantitative data on bycatch rates and discards, and no specific policy on ghost fishing was found."
INEPACA,Management Governance,"Good. The company, through its parent Nirsa, actively participates in multi-stakeholder initiatives like the Tunacons FIP to improve fisheries management and collaborates with scientific and conservation groups. There is also an indication of board-level engagement with sustainability at the parent company level."
INEPACA,Ocean Health,"Average. Through Nirsa, the company participates in recognized ocean stewardship initiatives and holds MSC certification for its tuna, which requires third-party environmental impact assessments. However, specific, quantified public targets for broader ocean health indicators like carbon reduction are not clearly disclosed."
INEPACA,Stock Sustainability,"Good. By committing to 100% MSC-certified tuna, the company ensures that a significant portion of its sourcing comes from fisheries that undergo regular and recent stock assessments. This commitment is a strong measure to avoid sourcing from overfished or depleted stocks."
INEPACA,Transparency,"Average. While the parent company, Nirsa, provides sustainability reports with some level of transparency, specific data for Inepaca is lacking. A full, detailed public list of all sourced species and their origins, along with specifics on digital traceability, remains unavailable."
ITOCHU,Compliance Enforcement,"Average. Itochu has a clear public policy against IUU fishing in its tuna supply chain and a system for supplier audits. However, there is no publicly available evidence of enforcement actions, such as suspending suppliers for non-compliance with its sustainability standards."
ITOCHU,Fishing Practices,"Poor. There is very limited public disclosure of detailed information on fishing methods, gear selectivity, and impacts on ecosystems across the company's diverse seafood portfolio. Crucially, Itochu does not publicly quantify bycatch rates or discard data, which are key metrics for assessing the environmental impact of its sourcing."
ITOCHU,Management Governance,"Good. Itochu demonstrates strong governance with board-level oversight of sustainability through its Sustainability Committee. The company actively collaborates with scientific and conservation groups and advocates for better fisheries management, primarily within the tuna sector."
ITOCHU,Ocean Health,"Average. The company participates in several ocean stewardship initiatives and has general environmental policies that include biodiversity. However, it lacks specific, measurable public targets for protecting ocean health, such as bycatch reduction, and does not provide public third-party assessments of its marine ecosystem impacts."
ITOCHU,Stock Sustainability,"Average. The company shows a commitment to sourcing from MSC-certified fisheries and those managed by RFMOs, which rely on scientific stock assessments. While this is a positive step, there is a lack of comprehensive evidence provided for all the fisheries Itochu sources from, beyond their main tuna products."
ITOCHU,Transparency,"Average. Itochu provides some information on its primary seafood commodity, tuna, but fails to disclose a comprehensive list of its farmed and wild-caught species and sourcing countries. There is a lack of clear, quantitative data on the portfolio-wide coverage of traceability systems and certifications, which is critical for a company of its scale."
J & J DENHOLM LTD,Compliance Enforcement,"Average. The company has a public Supplier Code of Conduct that includes adherence to laws, which would cover IUU fishing, and mentions a risk assessment process for its supply chain. However, there is no publicly available evidence of its enforcement actions, such as suspending non-compliant suppliers."
J & J DENHOLM LTD,Fishing Practices,"Poor. While the company names the fishing gear used by its partners, it provides very limited public information on its selectivity, bycatch mitigation measures, or other ecosystem impacts. There is no public data available on bycatch or discard rates, which is a significant gap in transparency regarding its direct fishing footprint."
J & J DENHOLM LTD,Management Governance,"Good. There is clear evidence of board-level oversight for sustainability and active participation in industry groups that advocate for better fisheries management. The company also collaborates with scientific bodies to improve stock data, demonstrating a commitment to governance and improvement."
J & J DENHOLM LTD,Ocean Health,"Average. The parent company has set a long-term carbon reduction goal and the seafood division has invested in energy-efficient infrastructure. However, there is a lack of specific, public targets for marine-focused impacts like bycatch, and no detailed public reporting on its broader ecosystem impacts."
J & J DENHOLM LTD,Stock Sustainability,"Good. The company demonstrates a strong commitment to sourcing from assessed and certified stocks, primarily through its reliance on MSC-certified fisheries for its key species. It also actively supports data collection for stock monitoring, showing a proactive approach to the sustainability of its source fisheries."
J & J DENHOLM LTD,Transparency,"Average. The company is transparent about the primary species it processes and the general sourcing area, and it highlights its traceability system and key certifications. However, it lacks a comprehensive public list of all species and does not participate in disclosure initiatives like the Ocean Disclosure Project, nor does it publish quantitative data on certified volumes."
JAPFA COMFEED,Compliance Enforcement,"Average. JAPFA has a public Supplier Code of Conduct that prohibits sourcing from illegal operations, and its aquaculture subsidiary holds AEO certification, indicating strong compliance systems. However, there is no publicly available evidence of the company enforcing these policies by suspending non-compliant suppliers."
JAPFA COMFEED,Fishing Practices,"Not Applicable/Poor. As an aquaculture producer, this category primarily applies to its feed sourcing, for which there is a significant lack of transparency, rating as Poor. The company does not publicly disclose information about the fishing methods or bycatch associated with its marine ingredients."
JAPFA COMFEED,Management Governance,"Average. JAPFA demonstrates board-level oversight of sustainability through a dedicated committee and collaborates with scientific institutions on aquaculture research and development. However, there is a lack of public evidence of the company advocating for better management of the wild-capture fisheries it sources from for feed."
JAPFA COMFEED,Ocean Health,"Poor. The company does not provide comprehensive public disclosures of its marine ecosystem impacts or specific, measurable targets for protecting ocean health. There is no evidence of participation in recognized multi-stakeholder ocean stewardship initiatives."
JAPFA COMFEED,Stock Sustainability,"Poor. The company does not provide evidence that the fisheries used for its aquafeed ingredients are from sustainably managed and regularly assessed stocks. While their progress in captive eel breeding is a positive step for that species, there is no broad commitment to avoid sourcing from overfished stocks for their wider feed portfolio."
JAPFA COMFEED,Transparency,"Poor. JAPFA lacks transparency regarding a full list of its seafood species and sourcing countries, and does not disclose the percentage of its portfolio covered by certifications or traceability systems. While the company produces sustainability reports, they lack detailed disclosures on the full impact of their seafood sourcing."
JINGHAI GROUP CO LTD,Compliance Enforcement,"Poor. There is no publicly available information on the company's policies or verification systems to combat IUU fishing within its supply chain. In addition, there is no evidence of enforcement actions, making it challenging to verify its compliance with anti-IUU standards."
JINGHAI GROUP CO LTD,Fishing Practices,"Poor. While the company names the fishing gear types it uses, it provides no details on the associated environmental impacts like bycatch or mitigation measures."
JINGHAI GROUP CO LTD,Management Governance,"Poor. No evidence of board-level oversight for sustainability, advocacy for better fisheries management, or collaboration with scientific and conservation groups could be found. The governance structure highlighted publicly relates to party leadership rather than environmental or social sustainability management."
JINGHAI GROUP CO LTD,Ocean Health,"Poor. There is a total lack of publicly available information regarding the company's environmental impacts, targets for ocean health improvement, or participation in stewardship initiatives. Without any disclosure, it is very challenging to assess their performance or commitment to mitigating their ecological footprint."
JINGHAI GROUP CO LTD,Stock Sustainability,Poor. The company provides no evidence of sourcing from fisheries with regular stock assessments or any public commitments to avoid overfished stocks. The single certification for a small part of its tuna fleet is a minor positive point in an otherwise complete void of information.
JINGHAI GROUP CO LTD,Transparency,"Poor. The company discloses a minimal amount of information on species and certifications but fails to provide a comprehensive species list, sourcing locations, or traceability information. The absence of sustainability reporting or participation in disclosure projects indicates a significant lack of transparency regarding its operations and sourcing."
JINZAI FOOD,Compliance Enforcement,"Poor. There is a lack of publicly available information on policies and verification systems to prevent IUU fishing within its supply chain. The company does not publish a supplier code of conduct related to this issue, and there is no evidence of enforcement actions against non-compliant suppliers."
JINZAI FOOD,Fishing Practices,"Not Applicable. The company states it does not engage in fishing directly, making questions about its own methods not applicable. However, it fails to provide any transparency regarding the fishing practices of its suppliers."
JINZAI FOOD,Management Governance,"Average. The company demonstrates board-level oversight for sustainability through its Strategic Development and ESG Committee. It also engages in scientific collaboration for product R&D, but public evidence of advocacy for better fisheries management or collaboration on marine conservation is lacking."
JINZAI FOOD,Ocean Health,"Poor. There is no evidence of the company engaging in robust ocean health initiatives beyond its own narrative about sourcing anchovies. The company does not publish third-party environmental impact assessments, has no specific public targets for ocean protection, and does not appear to participate in recognized ocean stewardship collaborations."
JINZAI FOOD,Stock Sustainability,"Poor. While the company promotes its use of anchovy as sustainable, it provides no evidence that the specific stocks it sources from undergo regular scientific assessment. There are no public commitments to avoid sourcing from stocks scientifically assessed as overfished."
JINZAI FOOD,Transparency,"Poor. Jinzai Food provides minimal public transparency regarding its seafood sourcing. The company does not disclose a full list of species or specific sourcing countries, offers no detail on its traceability system's capabilities, and does not report the percentage of its portfolio that is certified."
KABUSHIKI USUFUKU HONTEN,Compliance Enforcement,"Good. The company has robust, verifiable systems in place, including MSC certification and electronic tagging, specifically designed to combat IUU fishing in its supply chain. The president's public advocacy against IUU products further reinforces this strong anti-IUU stance."
KABUSHIKI USUFUKU HONTEN,Fishing Practices,"Average. Information on bycatch mitigation measures is available through certification reports, showing the use of recognized techniques like tori lines. However, the company does not publicly disclose detailed, quantified data on its bycatch rates or discard levels, preventing a full assessment of its operational impact."
KABUSHIKI USUFUKU HONTEN,Management Governance,"Good. The company demonstrates strong leadership and advocacy for better fisheries management, driven by its president. Its proactive engagement in the demanding MSC certification process and collaboration with scientific and regulatory bodies serve as clear evidence of board-level commitment to sustainability."
KABUSHIKI USUFUKU HONTEN,Ocean Health,"Average. The company participates in credible ocean stewardship initiatives like the MSC and the Global Tuna Alliance, and its certification requires a bycatch mitigation plan. However, it does not publish its own specific, quantified public targets for broader ocean health metrics such as carbon reduction, limiting its performance in this area."
KABUSHIKI USUFUKU HONTEN,Stock Sustainability,"Good. The company's certified operations are directly linked to and dependent upon rigorous, third-party scientific stock assessments that have verified the target stock's health. This, combined with a clear commitment to avoid depleted stocks by adhering to MSC principles and ICCAT regulations, demonstrates a strong performance. .  "
KABUSHIKI USUFUKU HONTEN,Transparency,"Poor. The company does not publicly disclose a full species list, the proportion of its portfolio that is certified, or regular sourcing impact reports. While its traceability system for certified tuna is commendable, the lack of broader disclosure across its entire operations is a significant gap."
KAIHAN,Compliance Enforcement,Poor. The company has no publicly available policies to prevent IUU fishing within its supply chain.
KAIHAN,Fishing Practices,"Poor. As a restaurant company, Kaihan Co., Ltd. does not directly engage in fishing. The company does not disclose sourcing policies that would provide insight into the fishing practices it accepts from its suppliers."
KAIHAN,Management Governance,Poor. There is no evidence of board-level oversight for ocean protection or seafood sustainability. The company does not appear to engage in advocacy for better fisheries management or collaborate with conservation groups.
KAIHAN,Ocean Health,"Poor. The company does not disclose any information on its impact on marine ecosystems, nor has it set any public targets for ocean health. Its environmental disclosures are limited to its recent entry into the renewable energy sector."
KAIHAN,Stock Sustainability,"Poor. Kaihan Co., Ltd. provides no evidence that it requires scientific stock assessments for the fisheries it sources from. There are no public commitments to avoid sourcing from overfished or depleted stocks."
KAIHAN,Transparency,"Poor. There is no ESG report, publicly available information on the species of seafood it sources, the countries of origin, or any traceability and certification systems it may use."
KAKIYASU HONTEN,Compliance Enforcement,Poor. Kakiyasu Honten has no publicly available policies to combat IUU fishing in its supply chain. 
KAKIYASU HONTEN,Fishing Practices,"Poor. The company offers no public information on the fishing practices and methods used in its seafood supply chain. Key data on gear, bycatch, and ecosystem impacts are entirely absent from its public disclosures."
KAKIYASU HONTEN,Management Governance,"Average. The company's sustainability vision and materiality list include environmental conservation, circular economy, diversity, social contribution and compliance, and describe efforts such as greener facilities, work‑style reforms, and community initiatives, suggesting ESG is embedded at corporate‑policy level."
KAKIYASU HONTEN,Ocean Health,"Average. The company does not disclose any information on its marine ecosystem impacts or participate in ocean stewardship initiatives. While there is a general CO2 reduction target and the company emphasises cutting and re‑using waste, as well as procuring raw materials with attention to impacts on ecosystems; there are no specific, measurable goals related to ocean health."
KAKIYASU HONTEN,Stock Sustainability,Poor. There is no evidence that the company ensures its seafood comes from stocks with regular scientific assessments. The company has not made any public commitments to avoid sourcing from overfished populations.
KAKIYASU HONTEN,Transparency,"Poor. Kakiyasu Honten provides no meaningful public disclosure regarding its seafood sourcing, including species, origins, or traceability. "
KALDVIK AS,Compliance Enforcement,"Poor. While adherence to the ASC standard provides an indirect verification system for feed, the company lacks a publicly available, specific policy to prevent IUU fishing in its supply chain. There is no public evidence or framework detailing how it enforces its sourcing policies with suppliers."
KALDVIK AS,Fishing Practices,"Not Applicable. This category is not applicable as the company's core business is aquaculture (salmon farming), not wild-capture fishing. The company's operations do not involve fishing gear, bycatch, or discards in the traditional sense."
KALDVIK AS,Management Governance,"Average. The board appears to have oversight on some sustainability-related compliance, like the Transparency Act, and the company makes general commitments to responsible sourcing. The rating is average as there is a lack of specific disclosure on board-level sustainability structures, public advocacy for better fisheries management, or formal collaborations with conservation groups."
KALDVIK AS,Ocean Health,"Average. Achieving 100% ASC certification across all farms demonstrates a significant commitment to meeting third-party environmental standards, which include monitoring impacts on the marine ecosystem. The company's performance is rated as average because it has not yet publicly disclosed specific, forward-looking targets for key ocean health metrics like carbon reduction."
KALDVIK AS,Stock Sustainability,"Average. The company's reliance on the ASC standard for its feed provides a credible, third-party framework to ensure marine ingredients are sourced from assessed and better-managed fisheries. However, the company does not provide direct, transparent reporting on the specific stocks used in its feed, making its own-account disclosure average rather than good."
KALDVIK AS,Transparency,"Average. The company is transparent about its farmed species and locations and has recently achieved 100% ASC certification for its sites, which implies a level of traceability. However, it lacks detailed public disclosure on its feed sourcing origins and has yet to publish a dedicated, comprehensive sustainability report with clear KPIs."
KANEDAI CO LTD,Compliance Enforcement,"Poor. The company has no publicly available policies regarding the prevention of IUU fishing within its supply chain. Consequently, there is no evidence of any enforcement actions or verification systems."
KANEDAI CO LTD,Fishing Practices,"Poor. Beyond mentioning the general types of fishing it engages in, the company provides no detailed disclosure on its fishing gear, bycatch, or any associated mitigation measures. There is a absence of quantified data on bycatch or discards."
KANEDAI CO LTD,Management Governance,"Poor. No information was found to suggest the company advocates for better fisheries management, has board-level oversight for sustainability, or collaborates with scientific or conservation groups."
KANEDAI CO LTD,Ocean Health,"Poor. There is no publicly available evidence of the company reporting on its marine impacts, setting targets for ocean health improvement, or participating in any ocean stewardship initiatives. This indicates a lack of public commitment to monitoring or mitigating its effects on marine ecosystems."
KANEDAI CO LTD,Stock Sustainability,Poor. There is no evidence that the company uses scientific stock assessments to guide its sourcing decisions. The company has not made any public commitments to avoid sourcing from overfished or depleted stocks.  
KANEDAI CO LTD,Transparency,"Poor. The company discloses almost no information regarding its sourcing, traceability, certifications, or environmental impacts. The limited information available is fragmented across various third-party sources rather than being proactively published by the company."
KANGAMIUT GROUP,Compliance Enforcement,"Average. Kangamiut Seafood has a clear public policy against IUU fishing, which it aims to prevent through its traceability systems, and has a whistleblower mechanism in place. However, there is no publicly available evidence demonstrating the enforcement of its sourcing policies, such as the suspension of non-compliant suppliers."
KANGAMIUT GROUP,Fishing Practices,"Poor. The company provides only very general information on the fishing methods for some of its products and does not publicly disclose any detailed data on gear selectivity, bycatch rates, or specific mitigation measures. This lack of detailed public information on the direct impacts of its sourced fishing activities is a significant transparency gap."
KANGAMIUT GROUP,Management Governance,"Good. Kangamiut Seafood demonstrates strong governance with board-level oversight for sustainability, as evidenced by the integration of sustainability into the management team and board decisions on environmental projects. The company also shows a willingness to advocate for better fishery management and collaborates with local partners, indicating a proactive approach to governance."
KANGAMIUT GROUP,Ocean Health,"Average. The company has taken steps to assess the environmental impact of some products through a third-party LCA and is actively involved in a ghost gear removal project. It has also set carbon reduction targets for its land-based operations, but lacks broad, publicly stated, and quantified targets for direct ocean health metrics like bycatch reduction or support for Marine Protected Areas."
KANGAMIUT GROUP,Stock Sustainability,"Average. The company's strong stated preference and use of MSC certification provides a solid framework for ensuring that sourced fisheries undergo stock assessments and are managed for sustainability. However, the company relies on the certification scheme to communicate this and does not provide direct evidence or its own detailed policies on avoiding overfished stocks beyond the certification commitment."
KANGAMIUT GROUP,Transparency,"Average. Kangamiut Seafood provides some information on its species, sourcing regions, and commitment to certifications, but it lacks a comprehensive public disclosure of all sourced species and their origins. While traceability is mentioned as a key principle, detailed information on its implementation and coverage is not available, and the company does not publish regular, all-encompassing sustainability reports."
KIEN HUNG JOINT STOCK COMPANY VN (KIHUSEA VN),Compliance Enforcement,"Poor. There are no publicly available, company-specific policies or verification systems to prevent IUU fishing within its supply chain, despite national and industry-level efforts in Vietnam. In addition, there is no evidence of enforcement actions against suppliers who may violate standards."
KIEN HUNG JOINT STOCK COMPANY VN (KIHUSEA VN),Fishing Practices,"Poor. The company does not provide any public information about the fishing methods used in its supply chains, including critical data on gear types, bycatch, or any measures to mitigate environmental impacts. This lack of disclosure makes it very difficult to assess the sustainability of its sourcing."
KIEN HUNG JOINT STOCK COMPANY VN (KIHUSEA VN),Management Governance,"Average. As a joint stock company, KIHUSEA has a formal governance structure, and its slogan suggests a commitment to responsibility. However, there is no publicly available evidence of specific board-level oversight for ocean protection or sustainability, nor any disclosed collaborations with scientific or conservation groups."
KIEN HUNG JOINT STOCK COMPANY VN (KIHUSEA VN),Ocean Health,"Poor. While the company holds an environmental management system certification (ISO 14001), it does not publicly report on its specific impacts on marine ecosystems or set any targets for ocean health improvement. There is a lack of disclosed information regarding its efforts to protect marine biodiversity and ecosystems."
KIEN HUNG JOINT STOCK COMPANY VN (KIHUSEA VN),Stock Sustainability,Poor. KIHUSEA provides no public evidence that it relies on scientific stock assessments to guide its sourcing decisions or that it has commitments to avoid overfished stocks. This absence of information raises concerns about the long-term sustainability of the fisheries it sources from.
KIEN HUNG JOINT STOCK COMPANY VN (KIHUSEA VN),Transparency,"Poor. The company offers minimal transparency regarding its sourcing practices, failing to disclose specific seafood species, sourcing locations, or the scope of its traceability and certification efforts. Key information that would allow for an independent assessment of its supply chain is not publicly available."
KONGPHOP FROZEN FOODS CO LTD,Compliance Enforcement,"Poor. The company lacks a public policy on IUU fishing and was named in a 2015 investigation for being part of a supply chain tainted by slave labor, indicating serious enforcement failures. There is no publicly available evidence of corrective actions or current verification systems to prevent such abuses."
KONGPHOP FROZEN FOODS CO LTD,Fishing Practices,Poor. The company does not disclose any details about the fishing or aquaculture methods used to obtain its seafood. There is no information regarding its approach to critical issues like bycatch or ecosystem impacts.
KONGPHOP FROZEN FOODS CO LTD,Management Governance,"Poor. No information is available to suggest that the company engages in advocacy, has board-level oversight for sustainability, or collaborates with external groups to improve fisheries management. The lack of any disclosure indicates that these practices are not a public part of its corporate governance."
KONGPHOP FROZEN FOODS CO LTD,Ocean Health,"Poor. There is a absence of publicly available information regarding the company's environmental impacts, targets for improvement, or participation in ocean conservation initiatives. Without any disclosure, the company's commitment to protecting ocean health cannot be verified."
KONGPHOP FROZEN FOODS CO LTD,Stock Sustainability,Poor. No evidence is provided to demonstrate that the company sources from fisheries with scientific stock assessments or that it has commitments to avoid overfished stocks. This lack of information makes it very difficult to verify the sustainability of its wild-caught products.  
KONGPHOP FROZEN FOODS CO LTD,Transparency,"Poor. The company provides virtually no public information on its sourcing, traceability systems, certifications, or sustainability performance. This lack of disclosure makes it very difficult for external stakeholders to assess its supply chain or environmental impact."
KYOKUYO CO LTD,Compliance Enforcement,"Average. Kyokuyo has public policies and supplier guidelines that address the prevention of IUU fishing, aligning with growing international standards. However, the rating is limited to Average due to the lack of publicly available evidence demonstrating the enforcement of these policies, such as the suspension of non-compliant suppliers."
KYOKUYO CO LTD,Fishing Practices,"Poor. While there is some disclosure of bycatch mitigation measures for its own small fleet, the company does not provide detailed information on fishing methods or quantified bycatch data for the vast majority of its sourced seafood. This lack of transparency across its supply chain is a significant gap in its public reporting."
KYOKUYO CO LTD,Management Governance,"Average. Kyokuyo has established board-level oversight for sustainability and collaborates with scientific bodies through the SeaBOS initiative, which is a positive step. However, the company could improve by providing more public evidence of its advocacy for stronger management in the specific fisheries from which it sources."
KYOKUYO CO LTD,Ocean Health,"Average. The company demonstrates engagement in ocean health issues through its membership in SeaBOS and CLOMA and has set a target for reducing plastic packaging. However, the lack of specific, quantifiable public targets for key marine impacts like bycatch reduction and a clear policy on Marine Protected Areas limits its performance in this category."
KYOKUYO CO LTD,Stock Sustainability,"Average. Kyokuyo demonstrates a strong approach in this category by conducting and publishing its ""Marine Resources Survey,"" which assesses the status of its sourced stocks and identifies areas for improvement. This proactive internal assessment, combined with a public commitment to increase sourcing of certified products and avoid depleted stocks, is encouraging. However, the company is likely to be the fifth largest harvester of bluefin tuna in the Pacific, a species rated as Near Threatened with extinction."
KYOKUYO CO LTD,Transparency,"Poor. Kyokuyo provides some general information on its sourcing and sustainability efforts but lacks detailed public disclosure. The absence of a comprehensive species and sourcing country list, along with no clear figures on certification coverage or traceability system implementation, results in a low level of transparency. Among leading tuna harvesters, it is the company with the highest ratio of intentional AIS disabling."
LABEYRIE FINE FOODS,Compliance Enforcement,"Average. Labeyrie has developed a robust internal risk assessment tool to combat IUU fishing, which has been recognized as a leading approach. However, there is no publicly available evidence of the company actively enforcing its sourcing policies, such as suspending non-compliant suppliers."
LABEYRIE FINE FOODS,Fishing Practices,"Poor. There is a significant lack of publicly available information regarding the specific fishing methods, gear types, and bycatch mitigation measures used in the company's supply chains. The company does not publish quantified data on bycatch or discards, making it difficult to assess the full impact of its sourcing practices."
LABEYRIE FINE FOODS,Management Governance,"Good. Labeyrie demonstrates strong governance with board-level oversight of sustainability through a dedicated CSR steering committee that includes the Executive Committee. The company actively advocates for better fishery management through FIPs and integrates CSR performance into managers' variable pay, showing a high level of commitment."
LABEYRIE FINE FOODS,Ocean Health,"Average. The company demonstrates a commitment to ocean health by setting science-based carbon reduction targets and participating in stewardship initiatives like Fishery Improvement Projects. However, there is a lack of specific, quantified public targets for key marine issues like bycatch reduction or detailed third-party assessments of its impact on biodiversity."
LABEYRIE FINE FOODS,Stock Sustainability,"Good. The company demonstrates a strong commitment to sourcing from sustainable stocks by relying on credible certification schemes like MSC for a significant part of its wild-caught portfolio. This commitment, along with its participation in FIPs, provides evidence that it is actively working to ensure its sourced fisheries are scientifically monitored and managed for long-term sustainability."
LABEYRIE FINE FOODS,Transparency,"Average. Labeyrie has made some good efforts in traceability by introducing blockchain for certain salmon products and expanding a global supply chain platform, but it falls short of full transparency. The company does not publish a complete list of species and sourcing countries, nor does it provide a clear, aggregated percentage of its portfolio covered by certifications."
LEROY SEAFOOD,Compliance Enforcement,"Average. Lerøy has public policies and verification systems to combat IUU fishing and ensure supplier compliance, including conducting numerous supplier audits. However, there is no publicly available evidence of the strict enforcement of these policies, such as suspending non-compliant suppliers."
LEROY SEAFOOD,Fishing Practices,"Average. This category is applicable to Lerøy's significant wild-catch operations. The company provides general information on its fishing methods and mitigation measures but lacks public disclosure of detailed, quantified data on bycatch rates and discards."
LEROY SEAFOOD,Management Governance,Good. Lerøy demonstrates strong governance with board-level oversight for sustainability and active engagement in advocating for better fisheries management. The company's collaboration with scientific and conservation groups further strengthens its approach to responsible management.
